date,open,high,low,raw_close,adjusted_close,volume,source_id,source_url,is_peak_raw_close,is_peak_intraday_high
2025-11-26,311.57,312.87,309.72,312.40,306.731140,2786600,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2025-11-28,312.37,313.30,310.69,311.82,306.161682,1850700,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2025-12-01,309.48,309.50,303.37,303.57,299.849976,3354100,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2025-12-02,303.80,303.82,299.59,300.72,297.034912,3947800,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2025-12-03,302.40,308.75,302.06,307.71,303.939240,4986900,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2025-12-04,308.53,313.80,307.32,308.54,304.759094,4632200,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2025-12-05,308.66,312.05,308.20,311.23,307.416107,3147200,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2025-12-08,312.00,313.75,309.05,309.79,305.993774,3575000,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2025-12-09,310.69,312.70,308.42,310.79,306.981506,2355100,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2025-12-10,309.50,311.32,306.01,310.53,306.724701,4103900,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
2025-12-11,311.50,312.98,309.06,309.71,305.914734,4844000,yahoo_chart_mcd_2026-08-29,https://query1.finance.yahoo.com/v8/finance/chart/MCD?period1=1756339200&period2=1787875200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,false,false
